Word,Total Count,File Counts
plan,2,"[1, 1]"
rocks,2,"[1, 1]"
stunts,2,"[1, 1]"
"stones,",2,"[1, 1]"
"birds,",2,"[1, 1]"
piece,2,"[1, 1]"
1970s:,2,"[1, 1]"
"france,",2,"[1, 1]"
"carpet,",2,"[1, 1]"
plush,2,"[1, 1]"
teddy,2,"[1, 1]"
bear,2,"[1, 1]"
"necklace,",2,"[1, 1]"
putting,2,"[1, 1]"
teaching,2,"[1, 1]"
bench,2,[2]
"shadow,",2,"[1, 1]"
headphones.,2,"[1, 1]"
saint,2,"[1, 1]"
board,2,"[1, 1]"
exhibition,2,"[1, 1]"
taekwondo,2,[2]
maritime,2,"[1, 1]"
acrobat,2,"[1, 1]"
leotard,2,"[1, 1]"
vogue,2,"[1, 1]"
"4k,",2,"[1, 1]"
version,2,"[1, 1]"
samba,2,"[1, 1]"
carnaval,2,"[1, 1]"
foam,2,"[1, 1]"
recording,2,"[1, 1]"
program,2,"[1, 1]"
tango.,2,"[1, 1]"
kyiv.,2,"[1, 1]"
skull,2,[2]
"groningen,",2,[2]
"kathmandu,",2,[2]
nepal,2,"[1, 1]"
only,2,[2]
attend,2,"[1, 1]"
singing,2,"[1, 1]"
polynesian,2,"[1, 1]"
french,2,"[1, 1]"
polynesia,2,"[1, 1]"
pacific,2,"[1, 1]"
fun.,2,"[1, 1]"
smart,2,"[1, 1]"
konya,2,"[1, 1]"
germany,2,[2]
"11,",2,"[1, 1]"
"chachoengsao,",2,[2]
not,2,"[1, 1]"
hq.,2,"[1, 1]"
when,2,"[1, 1]"
4,2,"[1, 1]"
yaowarat,2,[2]
"2019,",2,"[1, 1]"
18,2,"[1, 1]"
chaotic,2,"[1, 1]"
sporty,2,"[1, 1]"
working,2,"[1, 1]"
football,2,[2]
"monica,",2,[2]
rehearse,2,"[1, 1]"
birthday.,2,"[1, 1]"
"clips,",2,"[1, 1]"
projection,2,"[1, 1]"
corporate,2,"[1, 1]"
"events,",2,"[1, 1]"
visuals,2,"[1, 1]"
"silhouette,",2,"[1, 1]"
driver,2,"[1, 1]"
convertible,2,"[1, 1]"
"ukraine,",2,"[1, 1]"
sep,2,"[1, 1]"
"sport,",2,"[1, 1]"
coach,2,"[1, 1]"
influence,2,[2]
field.,2,[2]
energy,2,"[1, 1]"
improvising,2,"[1, 1]"
king,2,"[1, 1]"
movements.,2,"[1, 1]"
enjoy,2,"[1, 1]"
tree.,2,"[1, 1]"
historical,2,"[1, 1]"
jeans,2,"[1, 1]"
skate,2,"[1, 1]"
"park,",2,"[1, 1]"
2,2,"[1, 1]"
1959:,2,"[1, 1]"
late,2,"[1, 1]"
akvamarin.,2,"[1, 1]"
lleida,2,[2]
scary,2,"[1, 1]"
five,2,"[1, 1]"
mai,2,"[1, 1]"
",thailand",2,"[1, 1]"
"dobele,",2,"[1, 1]"
latvia,2,"[1, 1]"
costumes.,2,"[1, 1]"
leaves,2,"[1, 1]"
static,2,"[1, 1]"
arabic,2,"[1, 1]"
disc,2,"[1, 1]"
multicolor,2,"[1, 1]"
flames,2,"[1, 1]"
use,2,"[1, 1]"
projects.,2,"[1, 1]"
room,2,"[1, 1]"
tie,2,"[1, 1]"
thousands,2,"[1, 1]"
"kazan,",2,"[1, 1]"
tatarstan/russia,2,"[1, 1]"
decorated,2,"[1, 1]"
kazan,2,"[1, 1]"
graduates,2,[2]
university,2,"[1, 1]"
suited,2,"[1, 1]"
partner,2,"[1, 1]"
sales,2,"[1, 1]"
rejoices,2,"[1, 1]"
outskirts,2,"[1, 1]"
rejoices.,2,"[1, 1]"
zhukovsky,2,"[1, 1]"
airfield,2,"[1, 1]"
31,2,"[1, 1]"
aerobatic,2,"[1, 1]"
yak-52,2,"[1, 1]"
aerospace,2,"[1, 1]"
salon,2,"[1, 1]"
maks-2019,2,"[1, 1]"
emotionally,2,"[1, 1]"
elderly,2,"[1, 1]"
eyes,2,"[1, 1]"
jewish,2,"[1, 1]"
chairs,2,"[1, 1]"
solo,2,"[1, 1]"
ethiopia,2,[2]
relax,2,[2]
container,2,"[1, 1]"
machinery.,2,"[1, 1]"
sale,2,"[1, 1]"
"supermarket,",2,"[1, 1]"
kota,2,[2]
males,2,"[1, 1]"
covering,2,"[1, 1]"
point,2,"[1, 1]"
veil,2,"[1, 1]"
"rock,",2,[2]
yard,2,"[1, 1]"
helium,2,"[1, 1]"
electric,2,"[1, 1]"
straight,2,"[1, 1]"
food,2,"[1, 1]"
"lanka,",2,[2]
"turkey,",2,"[1, 1]"
mystical,2,"[1, 1]"
word,2,"[1, 1]"
growth,2,"[1, 1]"
firework,2,"[1, 1]"
really,2,"[1, 1]"
parties,2,"[1, 1]"
raves.,2,"[1, 1]"
"israel,",2,"[1, 1]"
audio,2,"[1, 1]"
graph,2,"[1, 1]"
plaza,2,"[1, 1]"
downtown,2,"[1, 1]"
hugging,2,"[1, 1]"
strong,2,"[1, 1]"
multi,2,"[1, 1]"
ecuador,2,[2]
12,2,"[1, 1]"
2014.,2,"[1, 1]"
restaurants,2,[2]
but,2,"[1, 1]"
medium,2,"[1, 1]"
nellore,2,[2]
"cattle,",2,[2]
train,2,"[1, 1]"
"movements,",2,"[1, 1]"
senior,2,"[1, 1]"
gently,2,"[1, 1]"
cherry,2,"[1, 1]"
upper,2,"[1, 1]"
rosenblatt,2,[2]
ideal,2,"[1, 1]"
cabaret,2,"[1, 1]"
features,2,"[1, 1]"
1938.,2,"[1, 1]"
lunch,2,[2]
dancehall,2,"[1, 1]"
"twerk,",2,"[1, 1]"
hips.,2,"[1, 1]"
touches,2,"[1, 1]"
entertainment,2,"[1, 1]"
vacuum,2,"[1, 1]"
cleaner,2,"[1, 1]"
cleaning,2,"[1, 1]"
success,2,"[1, 1]"
feeling,2,"[1, 1]"
diverse,2,"[1, 1]"
trendy,2,"[1, 1]"
"outside,",2,"[1, 1]"
"lamayuru,",2,"[1, 1]"
tibetan,2,"[1, 1]"
tsam,2,"[1, 1]"
mystery,2,"[1, 1]"
yuru,2,"[1, 1]"
kabgyat,2,"[1, 1]"
lamayuru,2,"[1, 1]"
"gompa,",2,"[1, 1]"
teacher,2,"[1, 1]"
fashionable,2,"[1, 1]"
theme.,2,"[1, 1]"
glasses,2,"[1, 1]"
la,2,"[1, 1]"
crocodiles,2,[2]
cycle,2,"[1, 1]"
trainers,2,"[1, 1]"
wave,2,"[1, 1]"
seating,2,[2]
circassian,2,[2]
competition,2,"[1, 1]"
mcalpine,2,[2]
rotates,2,"[1, 1]"
fireball.man,2,"[1, 1]"
flag,2,"[1, 1]"
finger,2,"[1, 1]"
run,2,"[1, 1]"
royal,2,"[1, 1]"
st,2,"[1, 1]"
subway,2,[2]
kiev.,2,"[1, 1]"
mix,2,"[1, 1]"
"fenghuang,",2,[2]
school.,2,"[1, 1]"
carefree,2,"[1, 1]"
midsummer,2,[2]
milan,2,[2]
buildings.,2,"[1, 1]"
29,2,"[1, 1]"
piggy,2,[2]
profits,2,[2]
accordance,2,"[1, 1]"
fans.,2,"[1, 1]"
step,2,"[1, 1]"
taking,2,"[1, 1]"
snowfall,2,[2]
illumination,2,"[1, 1]"
charming,2,"[1, 1]"
"yogyakarta,",2,[2]
stars,2,"[1, 1]"
johor,2,[2]
maintenance,2,[2]
il-76.,2,[2]
construction,2,[2]
"videos,",2,"[1, 1]"
leather,2,"[1, 1]"
table.,2,[2]
morning.,2,"[1, 1]"
"salvador,",2,[2]
brazil,2,[2]
plants,2,"[1, 1]"
desert,2,"[1, 1]"
athlete,2,"[1, 1]"
"tabuaeran,",2,[2]
fanning,2,[2]
gymnastics,2,[2]
meal,1,[1]
mobile.,1,[1]
clean,1,[1]
way,1,[1]
(ballerinas),1,[1]
"andalusia,",1,[1]
fluttering,1,[1]
background.slow,1,[1]
perfoming,1,[1]
"black,",1,[1]
limbo,1,[1]
nighttime.,1,[1]
bends,1,[1]
pass,1,[1]
crossbeam,1,[1]
if,1,[1]
alone?,1,[1]
looped.,1,[1]
worlds,1,[1]
fair,1,[1]
1964:,1,[1]
interesting,1,[1]
laguna,1,[1]
groups,1,[1]
coconut,1,[1]
elements.,1,[1]
bulb.,1,[1]
shining.,1,[1]
spangle,1,[1]
glitter.,1,[1]
mexicans,1,[1]
transfer,1,[1]
powers,1,[1]
feathers.,1,[1]
"18th,",1,[1]
leggings,1,[1]
devon,1,[1]
rex,1,[1]
"rome,",1,[1]
papeete,1,[1]
compilations.,1,[1]
best-selling,1,[1]
compilation,1,[1]
become,1,[1]
cult,1,[1]
product,1,[1]
"denpasar,bali/indonesia-july",1,[1]
04,1,[1]
representative,1,[1]
bali,1,[1]
snake,1,[1]
performance:,1,[1]
"guitars,",1,[1]
mall,1,[1]
gifts,1,[1]
app,1,[1]
icon,1,[1]
transaction.,1,[1]
financial,1,[1]
transactions,1,[1]
smartphone.,1,[1]
receive,1,[1]
message,1,[1]
increase,1,[1]
money.,1,[1]
make-up,1,[1]
clings,1,[1]
"headphones,",1,[1]
"head,",1,[1]
heard,1,[1]
lotus.,1,[1]
lotus,1,[1]
pond,1,[1]
symbol,1,[1]
region.,1,[1]
asians.,1,[1]
worship.,1,[1]
grid.,1,[1]
"raves,",1,[1]
exclusive,1,[1]
parties.,1,[1]
bellydance,1,[1]
plump,1,[1]
unrecognizable,1,[1]
past,1,[1]
curtains,1,[1]
talk,1,[1]
gesticulate,1,[1]
olga,1,[1]
vorozhtsova,1,[1]
eastwick,1,[1]
yauza,1,[1]
based,1,[1]
john,1,[1]
updike,1,[1]
novel,1,[1]
polka,1,[1]
dots,1,[1]
ponytails,1,[1]
palms.,1,[1]
imitates,1,[1]
isolated.,1,[1]
eternal,1,[1]
flame.,1,[1]
facial,1,[1]
desire,1,[1]
promotion,1,[1]
shooting,1,[1]
writes,1,[1]
pen,1,[1]
notebook.,1,[1]
bracelet.,1,[1]
cup,1,[1]
cappuccino,1,[1]
tamil,1,[1]
"nadu,",1,[1]
"tango,",1,[1]
pan,1,[1]
"right,",1,[1]
shallow,1,[1]
dof,1,[1]
screens,1,[1]
my,1,[1]
collection,1,[1]
handstand,1,[1]
freeze,1,[1]
"indonesia,",1,[1]
ubud.,1,[1]
"fingers,",1,[1]
corrects,1,[1]
stone,1,[1]
embankment.,1,[1]
pas.,1,[1]
"flare,",1,[1]
gimbal,1,[1]
(awa,1,[1]
festival),1,[1]
koenji.,1,[1]
backs,1,[1]
shirtless,1,[1]
put,1,[1]
splitting,1,[1]
pole.,1,[1]
copy,1,[1]
fountain,1,[1]
barcelona,1,[1]
catalan,1,[1]
region,1,[1]
europe,1,[1]
period,1,[1]
"majorca,",1,[1]
slack,1,[1]
crowded,1,[1]
ocean.,1,[1]
spot.,1,[1]
backside,1,[1]
"domzale,",1,[1]
9.,1,[1]
majorette,1,[1]
"professional,",1,[1]
art.,1,[1]
skin.,1,[1]
top.,1,[1]
"ballroom,",1,[1]
240fps,1,[1]
fragment,1,[1]
mime.,1,[1]
art.portrait,1,[1]
"ottawa,",1,[1]
7,1,[1]
canadians,1,[1]
scottish,1,[1]
20th,1,[1]
tartan,1,[1]
"canada,",1,[1]
highland,1,[1]
pipe,1,[1]
parliament,1,[1]
ottawa,1,[1]
symphony,1,[1]
violinists,1,[1]
rear,1,[1]
panoramic,1,[1]
apartment,1,[1]
3840x2160,1,[1]
16th,1,[1]
"razhena,",1,[1]
ritual.,1,[1]
health,1,[1]
succesful,1,[1]
harvest,1,[1]
roses.,1,[1]
moonlight,1,[1]
sonata,1,[1]
pieces,1,[1]
soundie,1,[1]
musical.,1,[1]
proposing,1,[1]
invisible,1,[1]
chromakey,1,[1]
"cusco,",1,[1]
circle.,1,[1]
northern,1,[1]
(aurora,1,[1]
borealis),1,[1]
reflected,1,[1]
laps,1,[1]
arctic.,1,[1]
"meadow,",1,[1]
"africa,",1,[1]
"customs,",1,[1]
tribes,1,[1]
searchlight,1,[1]
cusco.,1,[1]
carnival.,1,[1]
tracks,1,[1]
zither,1,[1]
(or,1,[1]
gu-zeng),1,[1]
dolphin,1,[1]
gnaws,1,[1]
vegetables,1,[1]
"ulaanbaatar,",1,[1]
mongolia,1,[1]
morin,1,[1]
"khuur,",1,[1]
bowed,1,[1]
stringed,1,[1]
instrument.,1,[1]
"minsk,",1,[1]
volvo,1,[1]
xc60,1,[1]
safety,1,[1]
collision,1,[1]
test-drive,1,[1]
designed,1,[1]
reduce,1,[1]
number,1,[1]
severity,1,[1]
low-speed,1,[1]
accidents.,1,[1]
devotees,1,[1]
thaipusam,1,[1]
batu,1,[1]
"cave,",1,[1]
"lumpur,",1,[1]
"sunday,",1,[1]
beams.,1,[1]
abstractly,1,[1]
1955:,1,[1]
"quebec,",1,[1]
busking,1,[1]
gratuities.,1,[1]
danced,1,[1]
darkness,1,[1]
combine,1,[1]
honeybees,1,[1]
entering,1,[1]
hive,1,[1]
horseback,1,[1]
"riding,",1,[1]
red-haired,1,[1]
sweater,1,[1]
homey,1,[1]
time.,1,[1]
1960s,1,[1]
soldier,1,[1]
posts,1,[1]
poster,1,[1]
announcing,1,[1]
civilians,1,[1]
psychological,1,[1]
operation,1,[1]
fictional,1,[1]
goggles,1,[1]
"summer""",1,[1]
"room,",1,[1]
"yevpatoria,",1,[1]
kazantip,1,[1]
yevpatoria.,1,[1]
neighborhood,1,[1]
residents,1,[1]
01,1,[1]
footwork,1,[1]
comes,1,[1]
raises,1,[1]
celebrates,1,[1]
victory,1,[1]
river,1,[1]
downdown.,1,[1]
motivational,1,[1]
corporate.,1,[1]
got,1,[1]
contract,1,[1]
"show,sparks",1,[1]
10:,1,[1]
42nd,1,[1]
wow,1,[1]
csulb,1,[1]
california's,1,[1]
largest,1,[1]
wow.,1,[1]
"utah,",1,[1]
cast,1,[1]
sleight�,1,[1]
step-and-repeat,1,[1]
photography,1,[1]
press,1,[1]
row,1,[1]
1951,1,[1]
newsreel,1,[1]
depicting,1,[1]
pantages,1,[1]
hollywood.,1,[1]
jimmy,1,[1]
"stewart,",1,[1]
shelly,1,[1]
"winters,",1,[1]
humphrey,1,[1]
bogart,1,[1]
redbulll,1,[1]
ambassador,1,[1]
getting,1,[1]
drift,1,[1]
breakthrough,1,[1]
sc,1,[1]
olimpiyskiy,1,[1]
2015.,1,[1]
"phanom,",1,[1]
thailand-october,1,[1]
phra,1,[1]
lent,1,[1]
"27,2015,",1,[1]
"province,",1,[1]
26.06.2018,1,[1]
population.,1,[1]
of:,1,[1]
"religions,",1,[1]
"groups,",1,[1]
length,1,[1]
raising,1,[1]
"around,",1,[1]
hoian/vietnam,1,[1]
hoian,1,[1]
tiara,1,[1]
bouquet,1,[1]
between,1,[1]
stretches,1,[1]
gym.,1,[1]
melpomene,1,[1]
"tavria,",1,[1]
chaing,1,[1]
loi,1,[1]
kratong,1,[1]
"thessaloniki,",1,[1]
"greece,",1,[1]
"""pole",1,[1]
"2015"".",1,[1]
thessaloniki,1,[1]
greece,1,[1]
we,1,[1]
tiger,1,[1]
blur.,1,[1]
stuntman,1,[1]
monster,1,[1]
mania,1,[1]
olympiysky,1,[1]
pulling,1,[1]
clear,1,[1]
indoor.,1,[1]
heels,1,[1]
pylone,1,[1]
"sex,",1,[1]
temptation,1,[1]
grace,1,[1]
"bansko,",1,[1]
satisfied,1,[1]
thumbs-up,1,[1]
elaborate,1,[1]
belt,1,[1]
coins,1,[1]
lilac.,1,[1]
"nemirintsy,",1,[1]
ukraine-july,1,[1]
ivan,1,[1]
"kupala,",1,[1]
slavic,1,[1]
chicken,1,[1]
:),1,[1]
fouette.,1,[1]
skateboard,1,[1]
leaning,1,[1]
split,1,[1]
"ballerina,",1,[1]
"flexible,",1,[1]
"women,",1,[1]
"figure,",1,[1]
"lifestyle,",1,[1]
flexibility,1,[1]
classroom.,1,[1]
rays,1,[1]
"tutu,",1,[1]
"pointe,",1,[1]
"you,",1,[1]
bast,1,[1]
",animation,",1,[1]
rave,1,[1]
recreation,1,[1]
adults.,1,[1]
vacation.,1,[1]
clapping,1,[1]
garage,1,[1]
dock,1,[1]
bugs,1,[1]
leaf.,1,[1]
coreus,1,[1]
marginatus.,1,[1]
"workout,handheld",1,[1]
balanced,1,[1]
steady,1,[1]
models,1,[1]
show.catwalk,1,[1]
catwalk.,1,[1]
models.,1,[1]
"trend,",1,[1]
industry,1,[1]
trend,1,[1]
braids,1,[1]
concepts.,1,[1]
nightclubs.,1,[1]
buttocks,1,[1]
practiced,1,[1]
york-1954:,1,[1]
what,1,[1]
appears,1,[1]
crying,1,[1]
choreographer,1,[1]
teaches,1,[1]
dreams,1,[1]
becoming,1,[1]
8,1,[1]
kick,1,[1]
stepping,1,[1]
shuffle,1,[1]
slide.,1,[1]
tuning,1,[1]
"usa,",1,[1]
"december,",1,[1]
junina,1,[1]
plaid,1,[1]
straw,1,[1]
fireman,1,[1]
juggles,1,[1]
torches,1,[1]
23:,1,[1]
"fireshow,",1,[1]
"23,",1,[1]
rico,1,[1]
"""international",1,[1]
"hearts""",1,[1]
"minh,",1,[1]
lantern,1,[1]
(full,1,[1]
"month),",1,[1]
district,1,[1]
lankan,1,[1]
kandyan,1,[1]
grinding,1,[1]
exercise,1,[1]
(,1,[1]
),1,[1]
"film,",1,[1]
beuren's,1,[1]
tom,1,[1]
jerry,1,[1]
farmer,1,[1]
buys,1,[1]
"saxophones,",1,[1]
carried,1,[1]
angry,1,[1]
mice.,1,[1]
colored,1,[1]
shot.\xe6,1,[1]
demonstration,1,[1]
gallop,1,[1]
driver.,1,[1]
highly,1,[1]
decorative,1,[1]
thin,1,[1]
paper,1,[1]
feathers,1,[1]
monstro,1,[1]
enthusiastically,1,[1]
bare,1,[1]
dimmed,1,[1]
lighting.,1,[1]
"jan,",1,[1]
adults,1,[1]
"moskvarium,",1,[1]
moskvarium,1,[1]
will,1,[1]
lost,1,[1]
grampus.,1,[1]
blowing,1,[1]
nature.,1,[1]
amuse,1,[1]
oneself,1,[1]
cold,1,[1]
recital.,1,[1]
kizomba,1,[1]
seductively,1,[1]
buttocks.,1,[1]
scar,1,[1]
wig,1,[1]
"closeup,",1,[1]
preparation,1,[1]
12-18,1,[1]
dace,1,[1]
"championship,",1,[1]
briefing,1,[1]
suits.,1,[1]
daughter's,1,[1]
"hand,",1,[1]
"love,",1,[1]
"trust,",1,[1]
dog,1,[1]
cg,1,[1]
fur,1,[1]
realistic,1,[1]
"composition,",1,[1]
"cartoon,",1,[1]
simultaneously.,1,[1]
culture.,1,[1]
contemporary.,1,[1]
"sunrise,",1,[1]
canon,1,[1]
5d,1,[1]
"mk2,",1,[1]
"barcelona,",1,[1]
format,1,[1]
vegetarian,1,[1]
jay,1,[1]
yaoworat,1,[1]
town.,1,[1]
buddhism.,1,[1]
godess,1,[1]
guan,1,[1]
im,1,[1]
television,1,[1]
journalist,1,[1]
nato,1,[1]
ships,1,[1]
moored,1,[1]
port.,1,[1]
news,1,[1]
hollywood,1,[1]
usa-1981:,1,[1]
gentleman,1,[1]
cancan,1,[1]
entrepreneur,1,[1]
swiping,1,[1]
charts,1,[1]
computer.,1,[1]
foreign,1,[1]
huge,1,[1]
aguilas.,1,[1]
"2nd,",1,[1]
cheerleader,1,[1]
"pompoms,",1,[1]
"acrobatics,",1,[1]
discoballs.,1,[1]
"beauty,",1,[1]
(milongas).,1,[1]
classes.,1,[1]
rajasthan,1,[1]
"camels,",1,[1]
raise,1,[1]
traditions,1,[1]
rituals,1,[1]
"brussels,",1,[1]
belgium,1,[1]
porsche,1,[1]
taycan,1,[1]
turbo,1,[1]
s,1,[1]
all-electric,1,[1]
display,1,[1]
brussels,1,[1]
expo,1,[1]
flight,1,[1]
parade.,1,[1]
community,1,[1]
"celebration,",1,[1]
reunion,1,[1]
includes,1,[1]
homemade,1,[1]
"floats,",1,[1]
"tractors,",1,[1]
teams.,1,[1]
fingers,1,[1]
asia,1,[1]
underwear,1,[1]
pink.,1,[1]
karamoja,1,[1]
captured,1,[1]
25.09.2017,1,[1]
aid,1,[1]
particle,1,[1]
useful.,1,[1]
tiptoe.,1,[1]
inflatable,1,[1]
giant,1,[1]
unicorn,1,[1]
float,1,[1]
mattress,1,[1]
swimwear.,1,[1]
tanned,1,[1]
villa,1,[1]
ligth,1,[1]
"adamstudio,",1,[1]
(milonga),1,[1]
shrouded,1,[1]
confetti.,1,[1]
moment.,1,[1]
bouquet.,1,[1]
feel,1,[1]
happy.,1,[1]
vocalist,1,[1]
multi-colored,1,[1]
searchlights.,1,[1]
long-haired,1,[1]
physical,1,[1]
leaps,1,[1]
(hexabranchus,1,[1]
sanguineus),1,[1]
nudibranch,1,[1]
mollusc,1,[1]
true,1,[1]
slug.,1,[1]
marine,1,[1]
"inhabitants,",1,[1]
creatures,1,[1]
"diving,",1,[1]
travels.,1,[1]
symbols,1,[1]
ornament,1,[1]
"films,",1,[1]
"promo,",1,[1]
"decoration,",1,[1]
"installation,",1,[1]
"jumps,",1,[1]
"punches,",1,[1]
acts,1,[1]
silly,1,[1]
applaud,1,[1]
england,1,[1]
sporting,1,[1]
police,1,[1]
"sad,",1,[1]
serbia,1,[1]
15:,1,[1]
buraka,1,[1]
som,1,[1]
sistema'a,1,[1]
exit,1,[1]
petrovaradin,1,[1]
fortress,1,[1]
sad.,1,[1]
"7,",1,[1]
pysanka,1,[1]
upon,1,[1]
records,1,[1]
grandfather,1,[1]
grandsons,1,[1]
"tie,",1,[1]
care,1,[1]
bells,1,[1]
carol,1,[1]
loft,1,[1]
"style,",1,[1]
sandy,1,[1]
barmaid,1,[1]
barman,1,[1]
songs,1,[1]
coming,1,[1]
towards,1,[1]
shiva,1,[1]
goa,1,[1]
wild,1,[1]
luminescent,1,[1]
decoration,1,[1]
playful,1,[1]
mma,1,[1]
cage,1,[1]
octagon,1,[1]
ring,1,[1]
fights.,1,[1]
raja,1,[1]
"uda,",1,[1]
penang,1,[1]
entrance,1,[1]
archway,1,[1]
riders,1,[1]
chat,1,[1]
glass,1,[1]
champagne,1,[1]
"laguna,",1,[1]
breather,1,[1]
well,1,[1]
sorting,1,[1]
"transitions,",1,[1]
"broadcast,",1,[1]
"podcast,",1,[1]
"design,",1,[1]
visualizations.,1,[1]
warm,1,[1]
milestone,1,[1]
peaceful,1,[1]
retirement,1,[1]
footage..,1,[1]
yirrganydji,1,[1]
"queensland,",1,[1]
australia.,1,[1]
rude,1,[1]
"greenwich,",1,[1]
uk.,1,[1]
"""morris",1,[1]
"dancers""",1,[1]
cutty,1,[1]
sark,1,[1]
"dnipro,",1,[1]
seasons,1,[1]
chamber,1,[1]
dmitry,1,[1]
logvin,1,[1]
"""antique",1,[1]
"arias""",1,[1]
ottorino,1,[1]
respighi,1,[1]
drama,1,[1]
theatre.,1,[1]
lions,1,[1]
colours,1,[1]
holika,1,[1]
bonfire,1,[1]
where,1,[1]
"gather,",1,[1]
"2014,",1,[1]
(monga).,1,[1]
basketball,1,[1]
megasport,1,[1]
lello,1,[1]
irmeo,1,[1]
porto,1,[1]
"portugal,:",1,[1]
03.06.2019:,1,[1]
60p,1,[1]
"wings,",1,[1]
underground,1,[1]
parking,1,[1]
ornamental,1,[1]
snowflake,1,[1]
stretchs,1,[1]
techniques,1,[1]
[teen,1,[1]
learning,1,[1]
makeup],1,[1]
union,1,[1]
"square,",1,[1]
timfloralis,1,[1]
/malaysia,1,[1]
vibrant,1,[1]
lithuania,1,[1]
29:,1,[1]
rag,1,[1]
role,1,[1]
lithuania.,1,[1]
"alupka,",1,[1]
te,1,[1]
tent.,1,[1]
sampran,1,[1]
"riverside,",1,[1]
1983.,1,[1]
demonstrate,1,[1]
bamboo,1,[1]
lao,1,[1]
kratop,1,[1]
toy,1,[1]
doll,1,[1]
countryside.,1,[1]
childhood,1,[1]
"jumping,",1,[1]
"playing,",1,[1]
foil,1,[1]
fringe,1,[1]
curtain.,1,[1]
4-5,1,[1]
funky,1,[1]
afro,1,[1]
indoors,1,[1]
freedom,1,[1]
interpretation,1,[1]
bon-odori,1,[1]
tsukiji,1,[1]
honganji,1,[1]
fuette,1,[1]
guitarists,1,[1]
behind.,1,[1]
filled,1,[1]
puffy,1,[1]
clouds,1,[1]
left,1,[1]
sedona.,1,[1]
foreground,1,[1]
brilliant,1,[1]
comedy,1,[1]
mart,1,[1]
madhya,1,[1]
pradesh,1,[1]
drink,1,[1]
mugs,1,[1]
crystals.,1,[1]
"minneapolis,",1,[1]
mn:,1,[1]
finishes,1,[1]
spins,1,[1]
mat,1,[1]
afternoon,1,[1]
sunshine.,1,[1]
mid-section,1,[1]
"tights,",1,[1]
twerking,1,[1]
"jerusalem,",1,[1]
rabbi,1,[1]
65,1,[1]
bible,1,[1]
torah,1,[1]
scrolls,1,[1]
inaugurated,1,[1]
memory,1,[1]
israeli,1,[1]
soldiers,1,[1]
dedicated,1,[1]
synagogues,1,[1]
army,1,[1]
yad,1,[1]
labanim,1,[1]
stands,1,[1]
flicker,1,[1]
twirling,1,[1]
partners,1,[1]
1968,1,[1]
"movie,",1,[1]
swag,1,[1]
lilac,1,[1]
swimsuits,1,[1]
pure,1,[1]
tunisia,1,[1]
pool.,1,[1]
guests,1,[1]
25:,1,[1]
stanislav,1,[1]
shklyar's,1,[1]
"cup,",1,[1]
dancesport,1,[1]
"competition,",1,[1]
bachata.,1,[1]
torch,1,[1]
white.,1,[1]
going,1,[1]
fruits.,1,[1]
vegan,1,[1]
slowmotion.,1,[1]
sensually,1,[1]
madero,1,[1]
docks,1,[1]
buildings,1,[1]
dinner.,1,[1]
pleasant,1,[1]
grandparents,1,[1]
navy,1,[1]
sailors,1,[1]
pacific.,1,[1]
bihu,1,[1]
important,1,[1]
non-religious,1,[1]
festivals,1,[1]
assam—rongali,1,[1]
"bohag,",1,[1]
kongali,1,[1]
kati,1,[1]
bhogali,1,[1]
magh,1,[1]
bihu.,1,[1]
"assam,",1,[1]
pakistan,1,[1]
videographer,1,[1]
bakhshi,1,[1]
brothers,1,[1]
seconds,1,[1]
poi,1,[1]
shaman.,1,[1]
sabbath.,1,[1]
coven.,1,[1]
fairies,1,[1]
elves.,1,[1]
barres,1,[1]
suit.,1,[1]
admire,1,[1]
subscribers.,1,[1]
influencer,1,[1]
blogger,1,[1]
broadcasting,1,[1]
conducts,1,[1]
pandemic.,1,[1]
online.,1,[1]
ending,1,[1]
"salzburg,",1,[1]
opposite,1,[1]
salzburg,1,[1]
(salzburger,1,[1]
"landestheater),",1,[1]
"opera,",1,[1]
audiences.,1,[1]
tournament,1,[1]
crystals,1,[1]
piper,1,[1]
rats,1,[1]
feet.,1,[1]
rats.,1,[1]
fresh,1,[1]
apricots,1,[1]
tomato,1,[1]
"animation,",1,[1]
lapse,1,[1]
waltz.,1,[1]
cadet,1,[1]
gown,1,[1]
"flame,",1,[1]
"fire,",1,[1]
outtakes,1,[1]
loon,1,[1]
mating,1,[1]
traveler,1,[1]
waiting,1,[1]
"distancing,",1,[1]
cross,1,[1]
airport,1,[1]
terminal.,1,[1]
covid-19,1,[1]
stay,1,[1]
tired,1,[1]
fever,1,[1]
"bed,",1,[1]
wrapped,1,[1]
blanket.,1,[1]
reported,1,[1]
illnesses,1,[1]
ranged,1,[1]
mild,1,[1]
symptoms,1,[1]
severe,1,[1]
illness,1,[1]
confirmed,1,[1]
coronavirus.,1,[1]
gate,1,[1]
transforming,1,[1]
non,1,[1]
stop.,1,[1]
rwanda,1,[1]
"""afrofest.""",1,[1]
"street,",1,[1]
syn,1,[1]
chronic,1,[1]
mesh,1,[1]
subculture.,1,[1]
choreography.,1,[1]
hispanic,1,[1]
dial,1,[1]
artists.,1,[1]
times,1,[1]
epochs.,1,[1]
caliphate,1,[1]
sultan's,1,[1]
platform,1,[1]
merchants,1,[1]
xii,1,[1]
"centuries,",1,[1]
segment,1,[1]
minsk\belarus,1,[1]
